0.000;0.000
0.000;0.195
0.104;0.100
0.444;0.209
0.311;0.452
0.125;0.459
0.448;0.119
0.294;0.393
0.577;0.100
0.209;0.467
0.315;0.630
0.554;0.000
0.122;0.105
0.203;0.000
0.294;0.000
0.361;0.105
0.000;0.372
0.296;0.104
0.000;0.190
0.199;0.105
0.000;0.105
0.090;0.100
0.000;0.000
0.000;0.100
0.000;0.000
0.100;0.000
0.000;0.100
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.100;0.000
0.000;0.000
0.213;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.100
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.100
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
